date,country_code,country_name,new_confirmed,new_deceased,population,new_persons_fully_vaccinated,new_persons_vaccinated,investment_in_vaccines,emergency_investment_in_healthcare
2020-10-06,US,United States of America,125441,2055,331002647,0,0,0,0
2020-05-09,US,United States of America,76757,4589,331002647,0,0,0,0
2021-06-24,US,United States of America,44371,1113,331002647,1333619,698308,0,0
2020-03-25,US,United States of America,45624,925,331002647,0,0,0,0
2020-10-27,US,United States of America,224273,2954,331002647,0,0,0,0
2021-07-19,US,United States of America,138262,608,331002647,705048,614196,0,0
2020-09-13,US,United States of America,97717,1221,331002647,0,0,0,0
2021-03-26,US,United States of America,222378,3783,331002647,2535327,4315484,0,0
2021-05-15,US,United States of America,88348,1702,331002647,4345385,1877437,0,0
2020-12-27,US,United States of America,436978,4230,331002647,0,92873,0,0
2020-05-03,US,United States of America,80059,4405,331002647,0,0,0,0
2020-06-02,US,United States of America,66133,3240,331002647,0,0,0,0
2020-12-23,US,United States of America,680968,10079,331002647,0,560665,0,0
2020-03-21,US,United States of America,22681,291,331002647,0,0,0,0
2020-05-14,US,United States of America,81488,5534,331002647,0,0,0,0
2020-04-04,US,United States of America,100795,4927,331002647,0,0,0,0
2021-01-14,US,United States of America,715697,11482,331002647,0,2388811,0,0
2021-05-31,US,United States of America,16001,432,331002647,0,88837,0,0
2020-11-17,US,United States of America,490305,4787,331002647,0,0,0,0
2021-06-18,US,United States of America,43912,936,331002647,1992702,787030,0,0
2020-05-01,US,United States of America,98280,5782,331002647,0,0,0,0
2021-05-27,US,United States of America,76759,3386,331002647,2660801,1255277,0,0
2020-12-15,US,United States of America,645614,9000,331002647,0,47349,0,0
2020-09-18,US,United States of America,143800,2770,331002647,0,0,0,0
2020-07-27,MX,Mexico,25581,2421,110991953,0,0,0,0
2020-08-14,MX,Mexico,18645,1740,110991953,0,0,0,0
2021-02-23,MX,Mexico,22323,1752,110991953,8085,59667,0,0
2021-06-18,MX,Mexico,11817,279,110991953,351571,289968,0,0
2021-01-15,MX,Mexico,52258,3837,110991953,0,85434,0,0
2020-06-04,MX,Mexico,15039,1965,110991953,0,0,0,0
2020-12-20,MX,Mexico,11394,2319,110991953,0,0,0,0
2020-09-17,MX,Mexico,19233,1191,110991953,0,0,0,0
2021-08-29,MX,Mexico,13439,1941,110991953,131041,106836,0,0
2020-07-10,MX,Mexico,21651,2187,110991953,0,0,0,0
2020-08-16,MX,Mexico,7014,1728,110991953,0,0,0,0
2021-03-04,MX,Mexico,18807,1467,110991953,0,0,0,0
2021-04-20,MX,Mexico,10647,699,110991953,401705,160242,0,0
2021-05-22,MX,Mexico,3450,243,110991953,135432,472066,0,0
2021-09-09,MX,Mexico,32805,1530,110991953,1297178,571940,0,0
2020-07-28,MX,Mexico,24585,2337,110991953,0,0,0,0
2020-10-06,MX,Mexico,17859,1086,110991953,0,0,0,0
2021-04-09,MX,Mexico,11874,804,110991953,190390,193364,0,0
2021-01-29,MX,Mexico,37046,3672,110991953,83,4292,0,0
2021-04-29,MX,Mexico,8741,603,110991953,347987,118700,0,0
2021-05-08,MX,Mexico,3801,357,110991953,114675,126725,0,0
2021-01-24,MX,Mexico,14141,4164,110991953,2713,8145,0,0
2021-07-16,MX,Mexico,41603,654,110991953,128623,451379,0,0
2021-07-19,MX,Mexico,53766,825,110991953,296263,284793,0,0
2020-09-23,MX,Mexico,17499,1185,110991953,0,0,0,0
2020-11-29,MX,Mexico,9024,1728,110991953,0,0,0,0
2020-09-15,MX,Mexico,13104,1323,110991953,0,0,0,0
2021-06-27,MX,Mexico,5061,339,110991953,90166,69266,0,0
2021-04-07,MX,Mexico,13014,888,110991953,169137,244766,0,0
2020-12-09,MX,Mexico,37431,2058,110991953,0,0,0,0
2021-04-17,MX,Mexico,4998,744,110991953,163427,129676,0,0
2020-04-25,MX,Mexico,3492,870,110991953,0,0,0,0
2020-04-28,MX,Mexico,5874,972,110991953,0,0,0,0
2021-09-03,MX,Mexico,37847,1731,110991953,769047,511032,0,0
2020-08-10,MX,Mexico,21792,2019,110991953,0,0,0,0
2021-05-05,MX,Mexico,7644,498,110991953,372364,344002,0,0
2020-09-18,MX,Mexico,16830,1116,110991953,0,0,0,0
2021-04-02,MX,Mexico,5028,861,110991953,112476,680917,0,0
2021-06-28,MX,Mexico,20636,366,110991953,173687,307010,0,0
2020-05-22,MX,Mexico,12401,1671,110991953,0,0,0,0
2020-10-25,MX,Mexico,7407,1458,110991953,0,0,0,0
2021-09-15,MX,Mexico,19234,1116,110991953,464855,165371,0,0
2021-01-08,MX,Mexico,55728,3534,110991953,0,9066,0,0
2021-09-10,MX,Mexico,31244,1452,110991953,620689,281901,0,0
2020-04-21,MX,Mexico,4413,651,110991953,0,0,0,0
2020-05-12,MX,Mexico,9204,1461,110991953,0,0,0,0
2020-09-25,MX,Mexico,15855,1104,110991953,0,0,0,0
2020-09-08,MX,Mexico,19869,1284,110991953,0,0,0,0
2021-07-18,MX,Mexico,13929,714,110991953,73505,193353,0,0
2021-01-16,MX,Mexico,28299,3774,110991953,263,45608,0,0
2020-11-13,MX,Mexico,22728,1551,110991953,0,0,0,0
2020-12-04,MX,Mexico,32688,1761,110991953,0,0,0,0
2020-11-30,MX,Mexico,32787,1923,110991953,0,0,0,0
2020-10-19,MX,Mexico,24681,1416,110991953,0,0,0,0
2021-09-17,MX,Mexico,28076,1080,110991953,347998,269506,0,0
2021-06-05,MX,Mexico,4053,288,110991953,316393,368025,0,0
2020-08-12,MX,Mexico,19497,1851,110991953,0,0,0,0
2021-04-25,MX,Mexico,3159,585,110991953,87597,15523,0,0
2021-07-21,MX,Mexico,52971,951,110991953,323734,681112,0,0
2021-08-07,MX,Mexico,29417,1698,110991953,0,0,0,0
2021-01-13,MX,Mexico,55287,3672,110991953,0,99688,0,0
2021-09-06,MX,Mexico,44800,1653,110991953,377179,275088,0,0
2020-11-19,MX,Mexico,24630,1482,110991953,0,0,0,0
2021-04-10,MX,Mexico,6639,777,110991953,121469,126754,0,0
2021-07-08,MX,Mexico,29703,420,110991953,193493,471637,0,0
2020-08-15,MX,Mexico,9762,1758,110991953,0,0,0,0
2020-11-14,MX,Mexico,11703,1509,110991953,0,0,0,0
2021-01-11,MX,Mexico,62286,3840,110991953,0,5760,0,0
2021-07-06,MX,Mexico,27567,492,110991953,103900,688704,0,0
2021-09-05,MX,Mexico,11465,1680,110991953,189672,153581,0,0
2021-02-02,MX,Mexico,40401,3639,110991953,2293,44,0,0
2020-08-22,MX,Mexico,9477,1707,110991953,0,0,0,0
2020-12-02,MX,Mexico,34341,1827,110991953,0,0,0,0
2020-08-01,MX,Mexico,11493,2205,110991953,0,0,0,0
2020-11-09,MX,Mexico,26898,1554,110991953,0,0,0,0
2021-01-07,MX,Mexico,55968,3153,110991953,0,5217,0,0
2020-06-21,MX,Mexico,7830,2079,110991953,0,0,0,0
2020-12-17,MX,Mexico,38342,2214,110991953,0,0,0,0
2021-02-21,MX,Mexico,6087,2103,110991953,7637,25217,0,0
2020-08-06,MX,Mexico,20034,2082,110991953,0,0,0,0
2021-03-31,MX,Mexico,11925,888,110991953,94900,737704,0,0
2021-06-09,MX,Mexico,10080,276,110991953,280307,735892,0,0
2021-05-11,MX,Mexico,9336,354,110991953,13205,192054,0,0
2020-07-20,MX,Mexico,27393,2405,110991953,0,0,0,0
2021-08-11,MX,Mexico,67736,1866,110991953,333954,510146,0,0
2021-08-18,MX,Mexico,61163,2316,110991953,316280,335715,0,0
2021-03-22,MX,Mexico,17571,1041,110991953,17695,151373,0,0
2021-08-14,MX,Mexico,27324,2010,110991953,300028,538768,0,0
2020-11-28,MX,Mexico,14682,1677,110991953,0,0,0,0
2021-07-12,MX,Mexico,41265,627,110991953,179627,349808,0,0
2020-09-29,MX,Mexico,17877,1119,110991953,0,0,0,0
2020-12-22,MX,Mexico,41607,2421,110991953,0,0,0,0
2020-10-14,MX,Mexico,19422,1113,110991953,0,0,0,0
2021-08-10,MX,Mexico,72597,1953,110991953,175465,343062,0,0
2021-05-24,MX,Mexico,8679,312,110991953,10060,167713,0,0
2020-11-24,MX,Mexico,30843,1701,110991953,0,0,0,0
2020-12-18,MX,Mexico,37608,2271,110991953,0,0,0,0
2021-01-19,MX,Mexico,56369,4248,110991953,3063,2530,0,0
2021-03-14,MX,Mexico,4665,1353,110991953,7,125625,0,0
2021-05-07,MX,Mexico,7329,381,110991953,233327,306323,0,0
2020-06-07,MX,Mexico,7404,2061,110991953,0,0,0,0
2021-02-24,MX,Mexico,20391,1743,110991953,11087,88541,0,0
2021-05-17,MX,Mexico,8387,363,110991953,48024,89911,0,0
2020-10-03,MX,Mexico,7362,1092,110991953,0,0,0,0
2021-02-10,MX,Mexico,25830,2583,110991953,5163,1724,0,0
2020-05-13,MX,Mexico,9690,1482,110991953,0,0,0,0
2021-02-15,MX,Mexico,24740,2376,110991953,10,23359,0,0
2020-11-06,MX,Mexico,21276,1644,110991953,0,0,0,0
2021-03-01,MX,Mexico,25785,1698,110991953,1915,69853,0,0
2020-05-24,MX,Mexico,6015,1818,110991953,0,0,0,0
2021-06-22,MX,Mexico,15380,300,110991953,416208,392091,0,0
2020-10-28,MX,Mexico,21531,1437,110991953,0,0,0,0
2020-07-09,MX,Mexico,21165,2289,110991953,0,0,0,0
2020-10-04,MX,Mexico,5310,1038,110991953,0,0,0,0
2021-02-27,MX,Mexico,10476,1725,110991953,3066,109313,0,0
2021-07-25,MX,Mexico,18909,1107,110991953,92650,248096,0,0
2021-06-08,MX,Mexico,10692,291,110991953,165593,346046,0,0
2021-02-11,MX,Mexico,23541,2685,110991953,740,0,0,0
2021-01-18,MX,Mexico,58100,4134,110991953,3112,17275,0,0
2020-08-09,MX,Mexico,7323,1962,110991953,0,0,0,0
2020-07-02,MX,Mexico,21303,2106,110991953,0,0,0,0
2021-04-13,MX,Mexico,12345,852,110991953,408160,439495,0,0
2020-06-23,MX,Mexico,19842,1926,110991953,0,0,0,0
2021-09-07,MX,Mexico,37063,1572,110991953,673469,279802,0,0
2021-04-08,MX,Mexico,12482,837,110991953,192276,615777,0,0
2021-05-13,MX,Mexico,6921,300,110991953,247420,323162,0,0
2021-06-25,MX,Mexico,15513,318,110991953,284738,327493,0,0
2021-02-16,MX,Mexico,23247,2253,110991953,0,165701,0,0
2020-12-06,MX,Mexico,9501,1911,110991953,0,0,0,0
2021-01-12,MX,Mexico,58458,3636,110991953,0,5819,0,0
2021-05-23,MX,Mexico,2403,348,110991953,64306,312194,0,0
2020-12-26,MX,Mexico,17727,2640,110991953,0,0,0,0
2020-09-30,MX,Mexico,16665,1065,110991953,0,0,0,0
2021-01-21,MX,Mexico,50508,4170,110991953,6616,44689,0,0
2020-04-12,MX,Mexico,1425,261,110991953,0,0,0,0
2020-06-28,MX,Mexico,9186,2076,110991953,0,0,0,0
2020-07-31,MX,Mexico,20205,2025,110991953,0,0,0,0
2020-07-14,MX,Mexico,25386,2418,110991953,0,0,0,0
2021-06-26,MX,Mexico,8226,318,110991953,228212,161570,0,0
2020-05-14,MX,Mexico,9641,1644,110991953,0,0,0,0
2020-11-21,MX,Mexico,12654,1671,110991953,0,0,0,0
2021-02-14,MX,Mexico,6459,2265,110991953,0,0,0,0
2020-09-04,MX,Mexico,18114,1437,110991953,0,0,0,0
2021-06-19,MX,Mexico,6174,255,110991953,349466,210665,0,0
2021-08-26,MX,Mexico,46370,2094,110991953,523367,239140,0,0
2021-06-01,MX,Mexico,8316,270,110991953,189542,246246,0,0
2021-05-06,MX,Mexico,8250,435,110991953,301594,386921,0,0
2021-02-26,MX,Mexico,20436,1671,110991953,35899,146320,0,0
2021-06-12,MX,Mexico,5133,216,110991953,92165,220773,0,0
2020-10-09,MX,Mexico,16989,978,110991953,0,0,0,0
2020-12-24,MX,Mexico,31416,2508,110991953,0,0,0,0
2020-09-13,MX,Mexico,5754,1206,110991953,0,0,0,0
2020-09-09,MX,Mexico,18162,1446,110991953,0,0,0,0
2021-06-06,MX,Mexico,2508,249,110991953,0,0,0,0
2021-03-09,MX,Mexico,17754,1329,110991953,1462,249776,0,0
2020-08-19,MX,Mexico,18903,1758,110991953,0,0,0,0
2020-08-03,MX,Mexico,22608,2268,110991953,0,0,0,0
2021-03-06,MX,Mexico,9189,1386,110991953,313,33592,0,0
2021-03-10,MX,Mexico,16428,1497,110991953,199,386933,0,0
2021-08-31,MX,Mexico,44771,1953,110991953,359900,209848,0,0
2021-04-15,MX,Mexico,11061,786,110991953,332225,255441,0,0
2020-09-05,MX,Mexico,8706,1386,110991953,0,0,0,0
2021-04-26,MX,Mexico,11613,612,110991953,179278,42287,0,0
2021-02-13,MX,Mexico,11991,2232,110991953,301,10,0,0
2021-07-29,MX,Mexico,62714,1314,110991953,306033,886286,0,0
2020-11-12,MX,Mexico,24441,1635,110991953,0,0,0,0
2021-04-30,MX,Mexico,8028,447,110991953,340170,123466,0,0
2021-06-17,MX,Mexico,11727,288,110991953,274182,366318,0,0
2020-10-21,MX,Mexico,22254,1422,110991953,0,0,0,0
2021-07-07,MX,Mexico,29718,480,110991953,314300,464733,0,0
2021-06-24,MX,Mexico,15738,288,110991953,343938,420985,0,0
2021-05-29,MX,Mexico,3423,261,110991953,115810,538409,0,0
2021-09-08,MX,Mexico,33872,1470,110991953,0,0,0,0
2021-02-09,MX,Mexico,27894,2817,110991953,0,0,0,0
2020-12-07,MX,Mexico,39270,2016,110991953,0,0,0,0
2020-10-23,MX,Mexico,21708,1365,110991953,0,0,0,0
2020-10-05,MX,Mexico,17787,1122,110991953,0,0,0,0
2021-09-01,MX,Mexico,41878,1760,110991953,373985,229774,0,0
2021-07-22,MX,Mexico,55548,852,110991953,507295,907374,0,0
2021-06-30,MX,Mexico,18528,378,110991953,207638,607456,0,0
2021-01-06,MX,Mexico,55128,3459,110991953,0,4949,0,0
2021-02-22,MX,Mexico,25686,2130,110991953,3162,41084,0,0
2021-08-08,MX,Mexico,22236,1671,110991953,229155,263629,0,0
2021-07-15,MX,Mexico,40020,630,110991953,122338,518625,0,0
2021-02-01,MX,Mexico,13965,3753,110991953,1613,262,0,0
2021-08-27,MX,Mexico,44139,1926,110991953,418823,179411,0,0
2020-09-11,MX,Mexico,16509,1317,110991953,0,0,0,0
2020-10-27,MX,Mexico,23831,1389,110991953,0,0,0,0
2021-08-20,MX,Mexico,52182,2031,110991953,256687,236807,0,0
2021-04-18,MX,Mexico,3303,603,110991953,82816,56791,0,0
2020-10-13,MX,Mexico,21393,1152,110991953,0,0,0,0
2020-10-22,MX,Mexico,21879,1380,110991953,0,0,0,0
2021-03-24,MX,Mexico,13575,978,110991953,33516,304423,0,0
2020-06-29,MX,Mexico,22683,2271,110991953,0,0,0,0
2020-11-22,MX,Mexico,8345,1866,110991953,0,0,0,0
2021-07-09,MX,Mexico,31100,411,110991953,72668,438029,0,0
2021-07-24,MX,Mexico,25953,957,110991953,352708,641705,0,0
2021-08-22,MX,Mexico,16980,1902,110991953,71894,132468,0,0
2020-12-27,MX,Mexico,13152,2730,110991953,0,3900,0,0
2020-06-27,MX,Mexico,11325,2103,110991953,0,0,0,0
2021-01-26,MX,Mexico,50886,4158,110991953,2599,4615,0,0
2020-09-16,MX,Mexico,6744,1257,110991953,0,0,0,0
2021-08-16,MX,Mexico,70635,2121,110991953,162410,227381,0,0
2021-01-14,MX,Mexico,54588,3735,110991953,0,137416,0,0
2020-10-20,MX,Mexico,25176,1305,110991953,0,0,0,0
2020-09-12,MX,Mexico,8439,1398,110991953,0,0,0,0
2021-03-15,MX,Mexico,6420,1161,110991953,8,64674,0,0
2020-06-10,MX,Mexico,17462,2118,110991953,0,0,0,0
2021-04-16,MX,Mexico,9792,726,110991953,394156,229938,0,0
2021-03-20,MX,Mexico,7305,1011,110991953,48865,462627,0,0
2021-07-11,MX,Mexico,10470,510,110991953,29531,90593,0,0
2020-12-12,MX,Mexico,20640,2172,110991953,0,0,0,0
2021-07-17,MX,Mexico,20624,690,110991953,101495,270035,0,0
2020-07-01,MX,Mexico,23067,2082,110991953,0,0,0,0
2021-02-19,MX,Mexico,20157,2073,110991953,319265,196754,0,0
2020-06-22,MX,Mexico,21021,2004,110991953,0,0,0,0
2021-01-10,MX,Mexico,16698,3549,110991953,0,6506,0,0
2021-09-16,MX,Mexico,9408,1065,110991953,117487,43725,0,0
2021-07-27,MX,Mexico,65246,1221,110991953,427906,1099633,0,0
2020-11-04,MX,Mexico,22893,1479,110991953,0,0,0,0
2021-04-22,MX,Mexico,9492,570,110991953,368562,185029,0,0
2021-05-10,MX,Mexico,5151,471,110991953,0,0,0,0
2020-10-18,MX,Mexico,7101,1199,110991953,0,0,0,0
2020-11-02,MX,Mexico,15483,1536,110991953,0,0,0,0
2021-03-30,MX,Mexico,13026,921,110991953,0,0,0,0
2020-08-07,MX,Mexico,19884,1932,110991953,0,0,0,0
2021-08-17,MX,Mexico,64173,1989,110991953,501345,775103,0,0
2021-08-23,MX,Mexico,61224,2268,110991953,227819,165532,0,0
2020-07-03,MX,Mexico,21348,2112,110991953,0,0,0,0
2020-08-25,MX,Mexico,20076,1635,110991953,0,0,0,0
2020-10-10,MX,Mexico,9120,1149,110991953,0,0,0,0
2021-08-19,MX,Mexico,54554,1977,110991953,270410,285328,0,0
2020-09-03,MX,Mexico,18891,1470,110991953,0,0,0,0
2020-09-27,MX,Mexico,5511,1092,110991953,0,0,0,0
2021-04-23,MX,Mexico,9300,600,110991953,298873,153207,0,0
2020-12-08,MX,Mexico,38973,1887,110991953,0,0,0,0
2021-02-05,MX,Mexico,30585,3039,110991953,3504,1724,0,0
2020-08-23,MX,Mexico,7056,1572,110991953,0,0,0,0
2020-08-08,MX,Mexico,11043,2052,110991953,0,0,0,0
2021-04-01,MX,Mexico,6237,846,110991953,0,0,0,0
2021-05-19,MX,Mexico,7251,339,110991953,479124,629540,0,0
2020-12-19,MX,Mexico,19818,2382,110991953,0,0,0,0
2020-05-27,MX,Mexico,13701,1788,110991953,0,0,0,0
2020-05-03,MX,Mexico,4122,1104,110991953,0,0,0,0
2020-05-07,MX,Mexico,7595,1221,110991953,0,0,0,0
2020-08-13,MX,Mexico,19356,1839,110991953,0,0,0,0
2020-10-26,MX,Mexico,25224,1488,110991953,0,0,0,0
2020-09-28,MX,Mexico,18891,1131,110991953,0,0,0,0
2021-06-23,MX,Mexico,15735,288,110991953,542304,508999,0,0
2020-05-28,MX,Mexico,12917,1878,110991953,0,0,0,0
2020-10-01,MX,Mexico,15864,1092,110991953,0,0,0,0
2021-06-04,MX,Mexico,8250,264,110991953,384501,529449,0,0
2020-12-01,MX,Mexico,34854,1977,110991953,0,0,0,0
2020-04-24,MX,Mexico,5202,792,110991953,0,0,0,0
2020-06-12,MX,Mexico,17229,2202,110991953,0,0,0,0
2021-01-09,MX,Mexico,29412,3378,110991953,0,7326,0,0
2021-07-03,MX,Mexico,10371,342,110991953,0,0,0,0
2020-05-11,MX,Mexico,9357,1383,110991953,0,0,0,0
2021-02-07,MX,Mexico,8220,2793,110991953,2736,583,0,0
2020-08-11,MX,Mexico,20634,2097,110991953,0,0,0,0
2021-01-25,MX,Mexico,53886,4311,110991953,3530,11949,0,0
2021-09-11,MX,Mexico,13488,1308,110991953,288876,291230,0,0
2021-08-05,MX,Mexico,64347,1683,110991953,330677,695547,0,0
2020-06-25,MX,Mexico,19014,1878,110991953,0,0,0,0
2021-06-21,MX,Mexico,15729,315,110991953,351856,302197,0,0
2021-04-27,MX,Mexico,10215,561,110991953,0,0,0,0
2021-01-05,MX,Mexico,56124,3138,110991953,0,4276,0,0
2021-03-23,MX,Mexico,15333,1155,110991953,0,0,0,0
2021-03-05,MX,Mexico,17963,1506,110991953,13495,84825,0,0
2021-01-02,MX,Mexico,20708,2961,110991953,0,0,0,0
2020-05-21,MX,Mexico,12320,1725,110991953,0,0,0,0
2020-06-17,MX,Mexico,18540,2262,110991953,0,0,0,0
2021-05-16,MX,Mexico,2259,342,110991953,495883,457351,0,0
2020-11-16,MX,Mexico,9918,1542,110991953,0,0,0,0
2021-08-09,MX,Mexico,75228,1944,110991953,138826,226176,0,0
2020-12-30,MX,Mexico,44115,2823,110991953,0,6469,0,0
2020-06-13,MX,Mexico,9693,2091,110991953,0,0,0,0
2021-04-03,MX,Mexico,4785,873,110991953,25215,317529,0,0
2021-05-09,MX,Mexico,2343,423,110991953,46544,28199,0,0
2021-06-10,MX,Mexico,9726,243,110991953,108790,159781,0,0
2021-08-24,MX,Mexico,53967,2106,110991953,484147,167056,0,0
2021-03-07,MX,Mexico,5984,1404,110991953,0,0,0,0
2020-08-04,MX,Mexico,22175,2331,110991953,0,0,0,0
2020-07-06,MX,Mexico,23622,2472,110991953,0,0,0,0
2020-07-29,MX,Mexico,22986,2052,110991953,0,0,0,0
2020-10-16,MX,Mexico,19839,1107,110991953,0,0,0,0
2021-09-04,MX,Mexico,17674,1605,110991953,198556,156682,0,0
2020-11-26,MX,Mexico,28788,1713,110991953,0,0,0,0
2021-01-28,MX,Mexico,42081,3647,110991953,0,1798,0,0
2021-03-28,MX,Mexico,3909,999,110991953,0,0,0,0
2021-09-02,MX,Mexico,39279,1716,110991953,0,0,0,0
2021-03-02,MX,Mexico,20685,1602,110991953,3244,53328,0,0
2021-01-20,MX,Mexico,52277,4386,110991953,1793,1115,0,0
2020-11-01,MX,Mexico,6495,1377,110991953,0,0,0,0
2021-03-25,MX,Mexico,13530,855,110991953,15811,108777,0,0
2021-04-24,MX,Mexico,5193,609,110991953,183974,77394,0,0
2021-02-03,MX,Mexico,35907,3342,110991953,8414,648,0,0
2020-12-13,MX,Mexico,10215,2112,110991953,0,0,0,0
2020-09-26,MX,Mexico,8007,1158,110991953,0,0,0,0
2020-07-18,MX,Mexico,13359,2244,110991953,0,0,0,0
2020-12-31,MX,Mexico,36201,2643,110991953,0,0,0,0
2020-06-11,MX,Mexico,16413,2022,110991953,0,0,0,0
2021-03-03,MX,Mexico,19563,1470,110991953,19057,31088,0,0
2021-05-30,MX,Mexico,2793,270,110991953,69651,376590,0,0
2021-04-19,MX,Mexico,12681,672,110991953,183814,35061,0,0
2021-01-23,MX,Mexico,26109,3942,110991953,2389,1571,0,0
2021-06-02,MX,Mexico,8352,261,110991953,314666,590247,0,0
2020-12-16,MX,Mexico,39947,2211,110991953,0,0,0,0
2021-08-12,MX,Mexico,65433,1902,110991953,372492,709742,0,0
2020-07-08,MX,Mexico,22349,2214,110991953,0,0,0,0
2020-09-19,MX,Mexico,8475,1203,110991953,0,0,0,0
2021-03-17,MX,Mexico,15636,1158,110991953,16992,316022,0,0
2020-12-10,MX,Mexico,38232,2010,110991953,0,0,0,0
2020-10-17,MX,Mexico,10059,1188,110991953,0,0,0,0
2020-10-30,MX,Mexico,18858,1404,110991953,0,0,0,0
2020-08-24,MX,Mexico,21288,1623,110991953,0,0,0,0
2021-03-27,MX,Mexico,6717,906,110991953,11400,226219,0,0
2021-08-30,MX,Mexico,50964,1971,110991953,301675,251505,0,0
2021-02-28,MX,Mexico,6252,1686,110991953,46,71638,0,0
2021-05-28,MX,Mexico,7311,285,110991953,285089,1393705,0,0
2020-09-24,MX,Mexico,16209,1227,110991953,0,0,0,0
2020-10-11,MX,Mexico,6635,1080,110991953,0,0,0,0
2021-07-13,MX,Mexico,41274,519,110991953,162860,502327,0,0
2021-08-02,MX,Mexico,69090,1707,110991953,103491,404754,0,0
2021-09-21,MX,Mexico,10983,249,110991953,515497,226329,0,0
2021-01-03,MX,Mexico,15465,3063,110991953,0,0,0,0
2021-04-11,MX,Mexico,3597,750,110991953,93304,120775,0,0
2021-04-12,MX,Mexico,14856,738,110991953,154025,197318,0,0
2020-07-16,MX,Mexico,24795,2448,110991953,0,0,0,0
2021-04-28,MX,Mexico,9270,567,110991953,655328,139459,0,0
2021-03-21,MX,Mexico,4617,1101,110991953,21101,132176,0,0
2020-10-12,MX,Mexico,20484,1260,110991953,0,0,0,0
2021-02-08,MX,Mexico,34845,3132,110991953,3593,710,0,0
2021-08-03,MX,Mexico,66899,1566,110991953,240585,521276,0,0
2020-09-01,MX,Mexico,21465,1515,110991953,0,0,0,0
2021-08-13,MX,Mexico,62910,1902,110991953,362429,674116,0,0
2021-06-16,MX,Mexico,11739,270,110991953,167965,221067,0,0
2020-06-01,MX,Mexico,16350,2073,110991953,0,0,0,0
2020-08-31,MX,Mexico,21126,1641,110991953,0,0,0,0
2020-06-18,MX,Mexico,18441,2030,110991953,0,0,0,0
2021-06-29,MX,Mexico,19020,366,110991953,231650,517327,0,0
2020-08-27,MX,Mexico,19608,1470,110991953,0,0,0,0
2020-08-20,MX,Mexico,18078,1692,110991953,0,0,0,0
2020-05-02,MX,Mexico,4482,1071,110991953,0,0,0,0
2020-05-26,MX,Mexico,13263,1845,110991953,0,0,0,0
2021-07-14,MX,Mexico,41118,618,110991953,165605,558551,0,0
2020-11-18,MX,Mexico,26142,1602,110991953,0,0,0,0
2020-05-25,MX,Mexico,14378,1884,110991953,0,0,0,0
2021-06-14,MX,Mexico,12450,276,110991953,112786,171576,0,0
2020-07-21,MX,Mexico,25973,2511,110991953,0,0,0,0
2020-11-20,MX,Mexico,25185,1710,110991953,0,0,0,0
2020-08-21,MX,Mexico,18900,1668,110991953,0,0,0,0
2021-05-25,MX,Mexico,7923,315,110991953,37654,272633,0,0
2021-08-21,MX,Mexico,21972,2187,110991953,173112,111710,0,0
2021-04-14,MX,Mexico,11229,753,110991953,322677,271394,0,0
2020-05-31,MX,Mexico,6579,1890,110991953,0,0,0,0
2020-07-17,MX,Mexico,24146,2298,110991953,0,0,0,0
2020-11-15,MX,Mexico,7908,1536,110991953,0,0,0,0
2021-02-17,MX,Mexico,21036,2172,110991953,13468,129288,0,0
2021-08-01,MX,Mexico,21408,1524,110991953,16373,227067,0,0
2021-02-18,MX,Mexico,20865,1992,110991953,0,0,0,0
2020-07-13,MX,Mexico,26778,2490,110991953,0,0,0,0
2021-05-14,MX,Mexico,7262,372,110991953,0,0,0,0
2020-08-05,MX,Mexico,21504,2154,110991953,0,0,0,0
2021-07-01,MX,Mexico,19221,399,110991953,120590,449454,0,0
2020-10-31,MX,Mexico,9054,1347,110991953,0,0,0,0
2020-12-25,MX,Mexico,8202,2504,110991953,0,0,0,0
2021-01-01,MX,Mexico,10071,2943,110991953,0,0,0,0
2020-12-05,MX,Mexico,17952,1926,110991953,0,0,0,0
2020-08-02,MX,Mexico,7680,2088,110991953,0,0,0,0
2020-06-15,MX,Mexico,20061,2142,110991953,0,0,0,0
2021-07-30,MX,Mexico,58502,1449,110991953,216663,913811,0,0
2021-04-21,MX,Mexico,10578,660,110991953,465844,173804,0,0
2020-08-28,MX,Mexico,19002,1593,110991953,0,0,0,0
2021-05-21,MX,Mexico,6921,291,110991953,200649,566978,0,0
2021-08-06,MX,Mexico,62196,1710,110991953,299992,576864,0,0
2021-05-27,MX,Mexico,7398,294,110991953,0,0,0,0
2021-05-03,MX,Mexico,10209,486,110991953,0,115037,0,0
2020-10-29,MX,Mexico,20595,1476,110991953,0,0,0,0
2021-06-07,MX,Mexico,10989,297,110991953,75032,125912,0,0
2020-06-08,MX,Mexico,18873,2214,110991953,0,0,0,0
2020-11-07,MX,Mexico,10632,1422,110991953,0,0,0,0
2021-05-31,MX,Mexico,9087,312,110991953,25007,160720,0,0
2020-09-22,MX,Mexico,18522,1290,110991953,0,0,0,0
2020-10-15,MX,Mexico,19389,1182,110991953,0,0,0,0
2020-12-28,MX,Mexico,48618,2886,110991953,0,2755,0,0
2021-03-26,MX,Mexico,12264,837,110991953,28094,215190,0,0
2021-01-17,MX,Mexico,15672,4128,110991953,1213,7683,0,0
2020-05-29,MX,Mexico,13401,1731,110991953,0,0,0,0
2020-08-18,MX,Mexico,20184,1698,110991953,0,0,0,0
